display_name,year,works_count,cited_by_count,city,longitude,latitude
Moscow State Forest University,2023,0,132,Moscow,37.790417,55.927437
Moscow State Industrial University,2012,27,48,Moscow,48.049328,46.335896
Moscow State Industrial University,2013,41,30,Moscow,48.049328,46.335896
Moscow State Industrial University,2014,29,40,Moscow,48.049328,46.335896
Moscow State Industrial University,2015,32,68,Moscow,48.049328,46.335896
Moscow State Industrial University,2016,12,92,Moscow,48.049328,46.335896
Moscow State Industrial University,2017,2,69,Moscow,48.049328,46.335896
Moscow State Industrial University,2018,2,82,Moscow,48.049328,46.335896
Moscow State Industrial University,2019,1,57,Moscow,48.049328,46.335896
Moscow State Industrial University,2020,5,59,Moscow,48.049328,46.335896
Moscow State Industrial University,2021,5,68,Moscow,48.049328,46.335896
Moscow State Industrial University,2022,2,45,Moscow,48.049328,46.335896
Moscow State Industrial University,2023,0,38,Moscow,48.049328,46.335896
Moscow State Institute of Culture,2012,16,5,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2013,13,0,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2014,13,2,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2015,5,2,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2016,13,9,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2017,20,8,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2018,13,11,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2019,19,11,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2020,21,20,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2021,53,25,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2022,36,27,Khimki,37.473217,55.89503
Moscow State Institute of Culture,2023,21,14,Khimki,37.473217,55.89503
Moscow State Institute of Electronics and Mathematics,2012,87,754,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2013,72,794,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2014,52,856,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2015,47,821,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2016,60,769,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2017,50,774,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2018,60,823,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2019,77,962,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2020,64,969,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2021,42,1083,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2022,42,936,Moscow,37.63539,55.728466
Moscow State Institute of Electronics and Mathematics,2023,22,546,Moscow,37.63539,55.728466
Moscow State Institute of International Relations,2012,59,27,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2013,174,29,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2014,256,58,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2015,284,75,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2016,244,125,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2017,199,127,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2018,242,146,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2019,665,308,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2020,1002,535,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2021,1290,1066,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2022,1029,1507,Moscow,37.48419,55.673393
Moscow State Institute of International Relations,2023,662,1021,Moscow,37.48419,55.673393
Moscow State Institute of Music named after A.G. Schnittke,2014,1,0,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2016,1,0,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2018,2,0,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2019,7,0,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2020,6,0,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2021,17,4,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2022,7,4,Moscow,37.486088,55.793694
Moscow State Institute of Music named after A.G. Schnittke,2023,1,0,Moscow,37.486088,55.793694
Moscow State Linguistic University,2012,5,3,Moscow,37.594948,55.738815
Moscow State Linguistic University,2013,9,4,Moscow,37.594948,55.738815
Moscow State Linguistic University,2014,19,6,Moscow,37.594948,55.738815
Moscow State Linguistic University,2015,27,22,Moscow,37.594948,55.738815
Moscow State Linguistic University,2016,35,46,Moscow,37.594948,55.738815
Moscow State Linguistic University,2017,27,33,Moscow,37.594948,55.738815
Moscow State Linguistic University,2018,39,47,Moscow,37.594948,55.738815
Moscow State Linguistic University,2019,99,78,Moscow,37.594948,55.738815
Moscow State Linguistic University,2020,133,56,Moscow,37.594948,55.738815
Moscow State Linguistic University,2021,474,126,Moscow,37.594948,55.738815
Moscow State Linguistic University,2022,450,189,Moscow,37.594948,55.738815
Moscow State Linguistic University,2023,151,154,Moscow,37.594948,55.738815
Moscow State Mining University,2012,15,89,Moscow,37.60708,55.727444
Moscow State Mining University,2013,24,75,Moscow,37.60708,55.727444
Moscow State Mining University,2014,16,89,Moscow,37.60708,55.727444
Moscow State Mining University,2015,10,95,Moscow,37.60708,55.727444
Moscow State Mining University,2016,2,89,Moscow,37.60708,55.727444
Moscow State Mining University,2017,1,146,Moscow,37.60708,55.727444
Moscow State Mining University,2018,5,132,Moscow,37.60708,55.727444
Moscow State Mining University,2019,2,134,Moscow,37.60708,55.727444
Moscow State Mining University,2020,0,140,Moscow,37.60708,55.727444
Moscow State Mining University,2021,1,149,Moscow,37.60708,55.727444
Moscow State Mining University,2022,1,183,Moscow,37.60708,55.727444
Moscow State Mining University,2023,1,80,Moscow,37.60708,55.727444
Moscow State Open University,2012,24,41,Moscow,37.528625,55.70408
Moscow State Open University,2013,21,35,Moscow,37.528625,55.70408
Moscow State Open University,2014,12,52,Moscow,37.528625,55.70408
Moscow State Open University,2015,7,70,Moscow,37.528625,55.70408
Moscow State Open University,2016,4,55,Moscow,37.528625,55.70408
Moscow State Open University,2017,6,46,Moscow,37.528625,55.70408
Moscow State Open University,2018,2,59,Moscow,37.528625,55.70408
Moscow State Open University,2019,10,47,Moscow,37.528625,55.70408
Moscow State Open University,2020,5,58,Moscow,37.528625,55.70408
Moscow State Open University,2021,18,76,Moscow,37.528625,55.70408
Moscow State Open University,2022,22,44,Moscow,37.528625,55.70408
Moscow State Open University,2023,7,17,Moscow,37.528625,55.70408
Moscow State Pedagogical University,2012,119,865,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2013,137,1023,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2014,149,1038,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2015,194,1096,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2016,226,1193,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2017,188,1270,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2018,307,1434,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2019,462,1636,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2020,759,2041,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2021,954,2279,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2022,721,2252,Moscow,37.47593,55.658676
Moscow State Pedagogical University,2023,233,1536,Moscow,37.47593,55.658676
Moscow State Regional Institute of Humanities,2012,3,1,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2013,1,2,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2014,3,1,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2015,22,2,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2016,5,6,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2017,3,7,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2018,7,2,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2019,6,32,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2020,15,12,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2021,12,22,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2022,7,22,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Institute of Humanities,2023,2,20,Orekhovo-Zuyevo,39.01183,55.797688
Moscow State Regional Socio-Humanitarian Institute,2012,2,7,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2013,4,10,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2014,2,12,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2015,10,19,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2016,8,16,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2017,6,22,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2018,13,27,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2019,11,32,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2020,23,52,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2021,15,68,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2022,15,43,Kolomna,38.774586,55.076744
Moscow State Regional Socio-Humanitarian Institute,2023,8,24,Kolomna,38.774586,55.076744
Moscow State Technical University of Civil Aviation,2012,6,25,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2013,5,42,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2014,9,36,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2015,8,39,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2016,15,36,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2017,26,40,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2018,36,39,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2019,56,74,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2020,44,93,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2021,106,116,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2022,118,150,Moscow,37.506622,55.84346
Moscow State Technical University of Civil Aviation,2023,34,111,Moscow,37.506622,55.84346
Moscow State Technological University,2012,84,170,Moscow,37.595,55.7897
Moscow State Technological University,2013,113,342,Moscow,37.595,55.7897
Moscow State Technological University,2014,136,522,Moscow,37.595,55.7897
Moscow State Technological University,2015,215,749,Moscow,37.595,55.7897
Moscow State Technological University,2016,196,907,Moscow,37.595,55.7897
Moscow State Technological University,2017,188,970,Moscow,37.595,55.7897
Moscow State Technological University,2018,189,1157,Moscow,37.595,55.7897
Moscow State Technological University,2019,256,1564,Moscow,37.595,55.7897
Moscow State Technological University,2020,230,2176,Moscow,37.595,55.7897
Moscow State Technological University,2021,276,2702,Moscow,37.595,55.7897
Moscow State Technological University,2022,190,2300,Moscow,37.595,55.7897
Moscow State Technological University,2023,129,1548,Moscow,37.595,55.7897
Moscow State University of Civil Engineering,2012,52,39,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2013,77,102,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2014,197,204,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2015,189,161,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2016,390,433,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2017,605,914,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2018,1271,1901,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2019,1232,2465,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2020,1201,2876,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2021,1299,3361,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2022,911,2823,Moscow,37.6932,55.85762
Moscow State University of Civil Engineering,2023,553,2715,Moscow,37.6932,55.85762
Moscow State University of Environmental Engineering,2012,48,85,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2013,39,111,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2014,34,131,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2015,35,121,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2016,59,121,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2017,38,142,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2018,2,161,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2019,5,255,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2020,3,172,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2021,2,158,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2022,1,147,Moscow,37.66341,55.766895
Moscow State University of Environmental Engineering,2023,0,74,Moscow,37.66341,55.766895
Moscow State University of Fine Chemical Technologies,2012,158,772,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2013,220,865,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2014,177,980,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2015,224,1094,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2016,182,1298,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2017,163,1286,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2018,141,1516,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2019,53,1706,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2020,46,1822,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2021,40,1867,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2022,27,1804,Moscow,37.47816,55.661568
Moscow State University of Fine Chemical Technologies,2023,11,956,Moscow,37.47816,55.661568
Moscow State University of Food Production,2012,9,178,Moscow,37.4981,55.80492
Moscow State University of Food Production,2013,24,271,Moscow,37.4981,55.80492
Moscow State University of Food Production,2014,24,210,Moscow,37.4981,55.80492
Moscow State University of Food Production,2015,20,198,Moscow,37.4981,55.80492
Moscow State University of Food Production,2016,29,199,Moscow,37.4981,55.80492
Moscow State University of Food Production,2017,28,198,Moscow,37.4981,55.80492
Moscow State University of Food Production,2018,38,209,Moscow,37.4981,55.80492
Moscow State University of Food Production,2019,65,324,Moscow,37.4981,55.80492
Moscow State University of Food Production,2020,141,370,Moscow,37.4981,55.80492
Moscow State University of Food Production,2021,252,495,Moscow,37.4981,55.80492
Moscow State University of Food Production,2022,257,565,Moscow,37.4981,55.80492
Moscow State University of Food Production,2023,31,360,Moscow,37.4981,55.80492
Moscow State University of Geodesy and Cartography,2012,9,43,Moscow,37.661667,55.763496
